"prov_name","yr","vacrt_eff"
"Tibet",2007,0.911437990429855
"Tibet",2008,0.914802319511895
"Tibet",2009,0.918051477080654
"Tibet",2010,0.921188372041193
"Tibet",2011,0.92421598277122
"Tibet",2012,0.927137338770795
"Tibet",2013,0.929955503768014
"Tibet",2014,0.932673560270241
"Yunnan",1990,0.841774717661791
"Yunnan",1991,0.846766717890952
"Yunnan",1992,0.851649714021373
"Yunnan",1993,0.856422344317245
"Yunnan",1994,0.861083599886152
"Yunnan",1995,0.865632811948946
"Yunnan",1996,0.870069637068686
"Yunnan",1997,0.874394040675395
"Yunnan",1998,0.878606279219525
"Yunnan",1999,0.882706881276912
"Yunnan",2000,0.886696627912448
"Yunnan",2001,0.890576532590033
"Yunnan",2002,0.894347820893258
"Yunnan",2003,0.898011910295952
"Yunnan",2004,0.901570390194976
"Yunnan",2005,0.905025002390234
"Yunnan",2006,0.908377622169646
"Yunnan",2007,0.911630240130205
"Yunnan",2008,0.914784944840842
"Yunnan",2009,0.917843906428958
"Yunnan",2010,0.920809361150453
"Yunnan",2011,0.923683596983056
"Yunnan",2012,0.926468940264859
"Yunnan",2013,0.929167743384208
"Yunnan",2014,0.931782373513494
"Gansu",1990,0.848941434123119
"Gansu",1991,0.853310926798482
"Gansu",1992,0.857595506749082
"Gansu",1993,0.861794561930661
"Gansu",1994,0.8659076839268
"Gansu",1995,0.86993466052521
"Gansu",1996,0.873875467172301
"Gansu",1997,0.877730257492261
"Gansu",1998,0.881499353054722
"Gansu",1999,0.885183232569437
"Gansu",2000,0.888782520677836
"Gansu",2001,0.892297976500402
"Gansu",2002,0.895730482086065
"Gansu",2003,0.899081030895809
"Gansu",2004,0.902350716437898
"Gansu",2005,0.905540721156995
"Gansu",2006,0.908652305664403
"Gansu",2007,0.911686798381947
"Gansu",2008,0.914645585657989
"Gansu",2009,0.917530102400867
"Gansu",2010,0.920341823262921
"Gansu",2011,0.923082254397134
"Gansu",2012,0.925752925798595
"Gansu",2013,0.92835538423423
"Gansu",2014,0.930891186756747
"Guizhou",1990,0.856108150584448
"Guizhou",1991,0.859804991538793
"Guizhou",1992,0.863445103996878
"Guizhou",1993,0.867028804874472
"Guizhou",1994,0.870556431910172
"Guizhou",1995,0.874028342737955
"Guizhou",1996,0.877444913967542
"Guizhou",1997,0.880806540273913
"Guizhou",1998,0.884113633497218
"Guizhou",1999,0.887366621754236
"Guizhou",2000,0.890565948562462
"Guizhou",2001,0.893712071977806
"Guizhou",2002,0.896805463746829
"Guizhou",2003,0.899846608474327
"Guizhou",2004,0.902836002807041
"Guizhou",2005,0.905774154634156
"Guizhou",2006,0.908661582305201
"Guizhou",2007,0.911498813865897
"Guizhou",2008,0.914286386312401
"Guizhou",2009,0.917024844864377
"Guizhou",2010,0.919714742257216
"Guizhou",2011,0.922356638053688
"Guizhou",2012,0.924951097975267
"Guizhou",2013,0.927498693253278
"Guizhou",2014,0.93
